ENG20-00208807-v	wngre:synset-βρέχω-verb-0
BILI-00000142	wngre:synset-επικήδειο_γεύμα-noun-0
BILI-00000144	wngre:synset-Του_Αγίου_Αθανασίου-noun-0
BILI-00000145	wngre:synset-γιλέκο-noun-0
BILI-00000148	wngre:synset-Λαζαρίνες-noun-0
BILI-00000150	wngre:synset-ρακή-noun-0
BILI-00000151	wngre:synset-καφενές-noun-0
BILI-00000153	wngre:synset-Λαύρα-noun-0
BILI-00000155	wngre:synset-κορώνα_ή_γράμματα-noun-0
BILI-00000156	wngre:synset-συνοικισμός-noun-0
BILI-00000157	wngre:synset-τουρμπάνι-noun-0
BILI-00000160	wngre:synset-γαρδούμπα-noun-0
BILI-00000161	wngre:synset-Ισαποστόλων_Κυρίλλου_και_Μεθοδίου-noun-0
BILI-00000162	wngre:synset-χαλβάς-noun-0
BILI-00000163	wngre:synset-ερευνητικός-adjective-0
BILI-00000164	wngre:synset-απριλιάτικος-adjective-0
BILI-00000165	wngre:synset-νεράιδα-noun-0
BILI-00000166	wngre:synset-του_Αγίου_Νικολάου-noun-0
BILI-00000167	wngre:synset-καβουρμάς-noun-0
BILI-00000169	wngre:synset-τραχανάς-noun-0
BILI-00000170	wngre:synset-Του_Σταυρού-noun-0
BILI-00000175	wngre:synset-σουτζουκάκι-noun-0
BILI-00000176	wngre:synset-πατσάς-noun-0
BILI-00000177	wngre:synset-αστικός-adjective-0
BILI-00000178	wngre:synset-Σύναξη_Αρχαγγέλων_Μιχαήλ_και_Γαβριήλ-noun-0
BILI-00000179	wngre:synset-βιλαέτι-noun-0
BILI-00000181	wngre:synset-συρτάκι-noun-0
BILI-00000186	wngre:synset-τας_κεμπάπ-noun-0
BILI-00000187	wngre:synset-μπατζανάκης-noun-0
BILI-00000188	wngre:synset-οικογενειακός-adjective-0
BILI-00000189	wngre:synset-σαρμάς-noun-0
BILI-00000192	wngre:synset-κουνιάδος-noun-0
BILI-00000193	wngre:synset-γωνιακός-adjective-0
BILI-00000194	wngre:synset-κουρελιάρικος-adjective-0
BILI-00000195	wngre:synset-ζουρνάς-noun-0
BILI-00000196	wngre:synset-μαρμάρινος-adjective-0
BILI-00000197	wngre:synset-γαμπρός-noun-0
BILI-00000200	wngre:synset-βελούδινος-adjective-0
BILI-00000201	wngre:synset-διώροφος-adjective-0
BILI-00000202	wngre:synset-κανταΐφι-noun-0
BILI-00000203	wngre:synset-του_Αγίου_Τρύφωνα-noun-0
BILI-00000204	wngre:synset-Του_Αγίου_Γεωργίου-noun-0
BILI-00000205	wngre:synset-νταρμπούκα-noun-0
BILI-00000206	wngre:synset-πήλινος-adjective-0
BILI-00000207	wngre:synset-σαλάτα-noun-0
BILI-00000208	wngre:synset-λινός-adjective-0
BILI-00000210	wngre:synset-αναστενάρης-noun-0
BILI-00000212	wngre:synset-βραδινός-adjective-0
BILI-00000213	wngre:synset-πορσελάνινος-adjective-0
BILI-00000216	wngre:synset-παπάρα-noun-0
BILI-00000217	wngre:synset-μπρούτζινος-adjective-0
BILI-00000219	wngre:synset-πορσελάνινος-adjective-0
BILI-00000220	wngre:synset-ντολμάς-noun-0
BILI-00000223	wngre:synset-κοκορέτσι-noun-0
BILI-00000224	wngre:synset-χασάπικος-noun-0
BILI-00000225	wngre:synset-αλωνιστική_μηχανή-noun-0
BILI-00000226	wngre:synset-κουραμπιές-noun-0
BILI-00000227	wngre:synset-οκά-noun-0
BILI-00000228	wngre:synset-μεστζίτ-noun-0
BILI-00000229	wngre:synset-στραγάλια-noun-0
BILI-00000230	wngre:synset-τουλούμι-noun-0
BILI-00000231	wngre:synset-πετιμέζι-noun-0
BILI-00000232	wngre:synset-κρεατόπιτα-noun-0
BILI-00000233	wngre:synset-ρυζόγαλο-noun-0
BILI-00000234	wngre:synset-λεχώνα-noun-0
BILI-00000236	wngre:synset-λύρα-noun-0
BILI-00000237	wngre:synset-δελφίνι-noun-0
BILI-00000238	wngre:synset-συρμάτινη-noun-0
BILI-00000239	wngre:synset-κουλουράς-noun-0
BILI-00000240	wngre:synset-τραχανάς-noun-0
BILI-00000241	wngre:synset-χωριάτικη_πίτα-noun-0
BILI-00000242	wngre:synset-δερβίσης-noun-0
BILI-00000243	wngre:synset-κρεατόπιτα-noun-0
BILI-00000244	wngre:synset-μικρογραφία-noun-0
BILI-00000245	wngre:synset-σαλέπι-noun-0
BILI-00000246	wngre:synset-μουσταλευριά-noun-0
BILI-00000247	wngre:synset-ζεϊμπέκικο-noun-0
BILI-00000248	wngre:synset-χάντρα-noun-0
BILI-00000249	wngre:synset-τούρκικη_τουαλέτα-noun-0
BILI-00000250	wngre:synset-χαλούμι-noun-0
BILI-00000252	wngre:synset-τσιφτετέλι-noun-0
BILI-00000253	wngre:synset-Σάμος-noun-0
BILI-00000254	wngre:synset-Τένεδος-noun-0
BILI-00000255	wngre:synset-ούτι-noun-0
BILI-00000256	wngre:synset-Ίμβρος-noun-0
BILI-00000257	wngre:synset-χιράμι-noun-0
BILI-00000258	wngre:synset-νάι-noun-0
BILI-00000259	wngre:synset-πίτα_με_καβουρμά-noun-0
BILI-00000260	wngre:synset-Κως-noun-0
BILI-00000261	wngre:synset-μαντήλι-noun-0
BILI-00000262	wngre:synset-γκλίτσα-noun-0
BILI-00000263	wngre:synset-πίτα_με_σουτζούκι-noun-0
BILI-00000264	wngre:synset-λιαστά-noun-0
BILI-00000265	wngre:synset-βαπόρι-noun-0
BILI-00000266	wngre:synset-παρτιζάνικος-adjective-0
BILI-00000267	wngre:synset-πατριαρχικός-adjective-0
BILI-00000268	wngre:synset-επισκοπικός-adjective-0
BILI-00000269	wngre:synset-Κυριακή_των_Βαΐων-noun-0
BILI-00000270	wngre:synset-Σλόμπονταν_Μιλόσεβιτς-noun-0
BILI-00000271	wngre:synset-Σοσιαλιστική_Ομοσπονδιακή_Δημοκρατία_της_Γιουγκοσλαβίας-noun-0
BILI-00000272	wngre:synset-Της_Αναλήψεως-noun-0
BILI-00000273	wngre:synset-Της_Υπαπαντής-noun-0
BILI-00000274	wngre:synset-του_Αγίου_Σάββα-noun-0
BILI-00000275	wngre:synset-Δεκαπενταύγουστος-noun-0
BILI-00000276	wngre:synset-μπακλαβάς-noun-0
BILI-00000277	wngre:synset-μπαμπούλας-noun-0
BILI-00000278	wngre:synset-τρισέγγονος-noun-0
BILI-00000279	wngre:synset-τρισέγγονη-noun-0
BILI-00000280	wngre:synset-τρισέγγονο-noun-0
BILI-00000281	wngre:synset-τρισάγιο-noun-0
BILI-00000282	wngre:synset-φιλιγκράν-noun-0
BILI-00000283	wngre:synset-ανθόγαλα-noun-0
BILI-00000284	wngre:synset-τουρσί-noun-0
BILI-00000285	wngre:synset-σουτζούκ_λουκούμ-noun-0
BILI-00000286	wngre:synset-τουλούμπα-noun-0
BILI-00000287	wngre:synset-επισκοπή-noun-0
BILI-00000289	wngre:synset-γίγαντες-noun-0
BILI-00000290	wngre:synset-κουρελού-noun-0
BILI-00000291	wngre:synset-παππατζής-noun-0
BILI-00000293	wngre:synset-Τρανσυλβάνια-noun-0
BILI-00000294	wngre:synset-Των_Σαράντα_Μαρτύρων-noun-0
BILI-00000295	wngre:synset-Πατριάρχης-noun-0
BILI-00000296	wngre:synset-Πατριαρχείο-noun-0
BILI-00000297	wngre:synset-μνημόσυνο-noun-0
BILI-00000298	wngre:synset-παππάς-noun-0
BILI-00000299	wngre:synset-πουλάρι-noun-0
BILI-00000300	wngre:synset-Μολδαβός-noun-0
BILI-00000301	wngre:synset-μαμμή-verb-0
BILI-00000302	wngre:synset-πεσκέσι-noun-0
BILI-00000303	wngre:synset-ροζέτα-noun-0
BILI-00000304	wngre:synset-σεφτές-noun-0
BILI-00000305	wngre:synset-ποτιστικό_αυλάκι-noun-0
BILI-00000306	wngre:synset-μαυροντυμένος-verb-0
BILI-00000307	wngre:synset-απόχη-noun-0
BILI-00000308	wngre:synset-γαζέλα-noun-0
BILI-00000309	wngre:synset-κουλούρα-noun-0
BILI-00000310	wngre:synset-κόλλυβα-noun-0
BILI-00000311	wngre:synset-κουμπάρος-noun-0
BILI-00000312	wngre:synset-κουμπάρα-noun-0
BILI-00000313	wngre:synset-κουμπαριά-verb-0
BILI-00000314	wngre:synset-τριχιά-noun-0
BILI-00000315	wngre:synset-ψωράλογο-noun-0
BILI-00000317	wngre:synset-καρδάρα-noun-0
BILI-00000318	wngre:synset-συμπεθεριό-verb-0
BILI-00000319	wngre:synset-τσάρκος-noun-0
BILI-00000320	wngre:synset-δραγάτης-noun-0
BILI-00000321	wngre:synset-δαμάλι-noun-0
BILI-00000322	wngre:synset-πατητήρι-noun-0
BILI-00000323	wngre:synset-λίτρα-noun-0
BILI-00000324	wngre:synset-αντίδωρο-noun-0
BILI-00000325	wngre:synset-Αρναούτης-noun-0
BILI-00000326	wngre:synset-μπασμάς-noun-0
BILI-00000327	wngre:synset-μπατίκ-noun-0
BILI-00000328	wngre:synset-ζωνάρι-noun-0
BILI-00000329	wngre:synset-μαντήλα-noun-0
BILI-00000330	wngre:synset-καπνιστό_λουκάνικο-noun-0
BILI-00000331	wngre:synset-κουλούρα-noun-0
BILI-00000332	wngre:synset-νταλκάς-noun-0
BILI-00000333	wngre:synset-πουκαμίσα-noun-0
BILI-00000334	wngre:synset-δαμάλα-noun-0
BILI-00000335	wngre:synset-δαμάλι-noun-0
BILI-00000336	wngre:synset-μιλιόρι-noun-0
BILI-00000337	wngre:synset-τσουράπι-noun-0
BILI-00000338	wngre:synset-κόλλυβα-noun-0
BILI-00000339	wngre:synset-κιλίμι-noun-0
BILI-00000340	wngre:synset-Θρακιώτης-noun-0
BILI-00000342	wngre:synset-αγίασμα-noun-0
BILI-00000343	wngre:synset-βασιλίκι-noun-0
BILI-00000346	wngre:synset-μπάνι-noun-0
BILI-00000347	wngre:synset-πουτάνα-noun-0
BILI-00000348	wngre:synset-φωλιά-noun-0
BILI-00000349	wngre:synset-άκμονας-noun-0
BILI-00000350	wngre:synset-μπιζ-noun-0
BILI-00000351	wngre:synset-μοιρολόι-noun-0
BILI-00000352	wngre:synset-μοιρολογίστρα-noun-0
BILI-00000353	wngre:synset-ξεπαγιάζω-noun-0
BILI-00000354	wngre:synset-φεουδάρχης-noun-0
BILI-00000355	wngre:synset-φλογέρα-noun-0
BILI-00000356	wngre:synset-γλωσσοκοπάνα-noun-0
BILI-00000486	wngre:synset-25η_Μαρτίου_1821-noun-0
BILI-00000487	wngre:synset-28η_Οκτωβρίου_1940-noun-0
BILI-00000488	wngre:synset-αιγαιοπελαγίτικος-noun-0
BILI-00000489	wngre:synset-αντικριστός-noun-0
BILI-00000490	wngre:synset-γαλακτομπούρεκο-noun-0
BILI-00000491	wngre:synset-γλυκό_κουταλιού-noun-0
BILI-00000492	wngre:synset-δημοτικό_τραγούδι-noun-0
BILI-00000493	wngre:synset-δίπλα-noun-0
BILI-00000494	wngre:synset-καλαματιανός-noun-0
BILI-00000495	wngre:synset-κεφαλοτύρι-noun-0
BILI-00000496	wngre:synset-κοντοσούβλι-noun-0
BILI-00000497	wngre:synset-κοντοχωριανός-noun-0
BILI-00000498	wngre:synset-λαδερά-noun-0
BILI-00000499	wngre:synset-μαγειρίτσα-noun-0
BILI-00000500	wngre:synset-μαυροδάφνη-noun-0
BILI-00000501	wngre:synset-μελομακάρονο-noun-0
BILI-00000502	wngre:synset-μπάλος-noun-0
BILI-00000503	wngre:synset-μυζήθρα-noun-0
BILI-00000504	wngre:synset-νεραντζάκι-noun-0
BILI-00000505	wngre:synset-οβελίας-noun-0
BILI-00000506	wngre:synset-ουζάδικο-noun-0
BILI-00000507	wngre:synset-πεντοζάλης-noun-0
BILI-00000508	wngre:synset-ρακάδικο-noun-0
BILI-00000509	wngre:synset-ρακόμελο-noun-0
BILI-00000510	wngre:synset-αλιάδα-noun-0
BILI-00000511	wngre:synset-σουβλατζήδικο-noun-0
BILI-00000512	wngre:synset-σουβλατζής-noun-0
BILI-00000513	wngre:synset-σούστα-noun-0
BILI-00000514	wngre:synset-σταφύλι-noun-0
BILI-00000515	wngre:synset-συρτός-noun-0
BILI-00000516	wngre:synset-τσαγκαροδευτέρα-noun-0
BILI-00000517	wngre:synset-τσάμικος-noun-0
BILI-00000518	wngre:synset-τσαρούχι-noun-0
BILI-00000519	wngre:synset-τσιπουράδικο-noun-0
BILI-00000520	wngre:synset-τσίπουρο-noun-0
BILI-00000521	wngre:synset-εύζωνος-noun-0
BILI-00000522	wngre:synset-χασαποσέρβικος-noun-0
BILI-00000523	wngre:synset-νησιώτικος_χορός-noun-0
BILI-00000524	wngre:synset-γλυκό_ταψιού-noun-0
BILI-00000525	wngre:synset-της_σούβλας-noun-0
BILI-00000526	wngre:synset-κρητικός_χορός-noun-0
BILI-00000527	wngre:synset-φαγητά_κατσαρόλας-noun-0
BILI-00000529	wngre:synset-σουτζούκι-noun-0
BILI-00000530	wngre:synset-κασέρι-noun-0
BILI-00000531	wngre:synset-κονάκι-noun-0
ENG	wngre:synset-ενεργό-adjective-0
ENG20-00121007-v	wngre:synset-γίνομαι-verb-0
ENG20-00121430-v	wngre:synset-αλλάζω-verb-1
ENG20-00124508-a	wngre:synset-έμψυχος-adjective-0
ENG20-00124560-b	wngre:synset-δημοκρατικά-adverb-0
ENG20-00124662-a	wngre:synset-άψυχος-adjective-0
ENG20-00126580-n	wngre:synset-γροθιά-noun-2
ENG20-00128104-n	wngre:synset-κλοτσιά-noun-0
ENG20-00129963-v	wngre:synset-μυθοποιώ-verb-1
ENG20-00129996-n	wngre:synset-φιλί-noun-0
ENG20-00130732-n	wngre:synset-αδραξιά-noun-0
ENG20-00130807-v	wngre:synset-φέρνω-verb-0
ENG20-00131006-a	wngre:synset-προηγούμενος-adjective-0
ENG20-00131941-v	wngre:synset-αφήνω-verb-0
ENG20-00132169-n	wngre:synset-συνάρμοση-noun-0
ENG20-00132263-v	wngre:synset-επηρεάζω-verb-2
ENG20-00132493-a	wngre:synset-ακόλουθος-adjective-0
ENG20-00133136-n	wngre:synset-νεκροψία-noun-0
ENG20-00133306-a	wngre:synset-άλλος-adjective-8
ENG20-00133458-v	wngre:synset-αναποδογυρίζω-verb-1
ENG20-00133506-n	wngre:synset-έρευνα-noun-0
ENG20-00134061-n	wngre:synset-τσεκ-απ-noun-1
ENG20-00134347-n	wngre:synset-αντιπαράθεση-noun-0
ENG20-00134791-n	wngre:synset-επανεξέταση-noun-0
ENG20-00135037-v	wngre:synset-αλλάζω_υπόσταση-verb-1
ENG20-00135509-a	wngre:synset-ανάδρομο-adjective-0
ENG20-00135639-a	wngre:synset-προχωρητικός-adjective-0
ENG20-00135770-a	wngre:synset-προμεσημβρινός-adjective-0
ENG20-00135866-v	wngre:synset-ξεφορμάρω-verb-1
ENG20-00136050-n	wngre:synset-θωπεία-noun-0
ENG20-00136064-a	wngre:synset-μεταμεσημβρινός-adjective-0
ENG20-00136251-a	wngre:synset-εμπρόσθιος-adjective-0
ENG20-00136931-a	wngre:synset-οπίσθιος-α_-ο-adjective-0
ENG20-00137090-v	wngre:synset-μορφοποιώ-verb-2
ENG20-00138229-v	wngre:synset-πλάθω-verb-0
ENG20-00138787-v	wngre:synset-τυλίγω-verb-0
ENG20-00140715-v	wngre:synset-αλλάζω_κατάσταση-verb-1
ENG20-00142724-n	wngre:synset-καθορισμός-noun-0
ENG20-00143164-n	wngre:synset-εξακρίβωση-noun-0
ENG20-00143376-n	wngre:synset-μέθοδος_Βertillon-noun-0
ENG20-00143873-n	wngre:synset-διάγνωση-noun-0
ENG20-00144029-v	wngre:synset-γίνομαι-verb-1
ENG20-00144751-v	wngre:synset-προσαρμόζομαι-verb-0
ENG20-00146081-v	wngre:synset-ελαττώνω-verb-0
ENG20-00146835-b	wngre:synset-ασφαλώς-adverb-0
ENG20-00147655-v	wngre:synset-αυξάνω-verb-0
ENG20-00148171-n	wngre:synset-επίδραση-noun-0
ENG20-00148978-v	wngre:synset-μεγαλώνω-verb-1
ENG20-00149343-v	wngre:synset-αναρριχώμαι-verb-1
ENG20-00149747-v	wngre:synset-ανεβαίνω-verb-3
ENG20-00150067-b	wngre:synset-εύκολα-adverb-0
ENG20-00150804-v	wngre:synset-αυξάνω-verb-0
ENG20-00152253-n	wngre:synset-επιλογή-noun-0
ENG20-00152358-v	wngre:synset-κερδίζω-verb-0
ENG20-00152639-v	wngre:synset-υψώνω-verb-0
ENG20-00152940-v	wngre:synset-επισσωρεύομαι-verb-0
ENG20-00153642-n	wngre:synset-απόφαση-noun-0
ENG20-00154398-n	wngre:synset-αλλαγή-noun-3
ENG20-00154767-n	wngre:synset-ανάθεση_εργασίας-noun-0
ENG20-00155250-v	wngre:synset-αλλάσσω-verb-0
ENG20-00156265-n	wngre:synset-ιεροσύνη-noun-1
ENG20-00156695-v	wngre:synset-αντικαθιστώ-verb-0
ENG20-00156909-n	wngre:synset-ενέργει-noun-0
ENG20-00157139-n	wngre:synset-κίνηση-noun-10
ENG20-00157319-n	wngre:synset-κίνηση-noun-8
ENG20-00158059-b	wngre:synset-απ_έξω_κι_ανακατωτά-adverb-1
ENG20-00158451-v	wngre:synset-φρεσκάρω-verb-0
ENG20-00158985-n	wngre:synset-δεξιοτεχνική_κίνηση-noun-0
ENG20-00159406-n	wngre:synset-μετακόμιση-noun-1
ENG20-00161032-b	wngre:synset-για_παράδειγμα-adverb-1
ENG20-00161220-v	wngre:synset-ανανεώνω-verb-0
ENG20-00161747-n	wngre:synset-ελιγμός-noun-0
ENG20-00162952-n	wngre:synset-τρόπος-noun-2
ENG20-00162972-v	wngre:synset-αλλάζω-verb-3
ENG20-00163165-v	wngre:synset-αλλάζω_μέγεθος-verb-1
ENG20-00163320-v	wngre:synset-μετατρέπω-verb-1
ENG20-00164353-v	wngre:synset-εκσυγχρονίζω-verb-1
ENG20-00164617-n	wngre:synset-βήμα-noun-0
ENG20-00165384-v	wngre:synset-αξιοποιώ-verb-0
ENG20-00166870-v	wngre:synset-απομακρύνω-verb-0
ENG20-00167628-n	wngre:synset-μέσο-noun-0
ENG20-00168584-n	wngre:synset-μπάλωμα-noun-0
ENG20-00170340-n	wngre:synset-αποδοχή-noun-1
ENG20-00170777-v	wngre:synset-γδύνω-verb-0
ENG20-00170871-n	wngre:synset-εκλογή-noun-0
ENG20-00171248-v	wngre:synset-καθαρίζω-verb-0
ENG20-00171378-a	wngre:synset-ελκυστικός-adjective-0
ENG20-00171386-n	wngre:synset-δημοψήφισμα-noun-1
ENG20-00171395-v	wngre:synset-καθαρίζω-verb-1
ENG20-00171518-v	wngre:synset-κοσκινίζω-verb-1
ENG20-00171718-v	wngre:synset-ξεψαχνίζω-verb-0
ENG20-00171851-v	wngre:synset-καθαρίζω-verb-0
ENG20-00172086-n	wngre:synset-ψηφοφορία-noun-1
ENG20-00172676-v	wngre:synset-βγάζω-verb-0
ENG20-00172927-v	wngre:synset-αφαιρώ-verb-3
ENG20-00173378-n	wngre:synset-ψήφιση-noun-1
ENG20-00173795-a	wngre:synset-συμπαθητικός-adjective-1
ENG20-00173931-v	wngre:synset-αφαιρώ-verb-2
ENG20-00174031-a	wngre:synset-αποκρουστικός-adjective-0
ENG20-00174453-v	wngre:synset-καθαρίζω-verb-2
ENG20-00175280-v	wngre:synset-ξεκαθαρίζω-verb-0
ENG20-00175491-v	wngre:synset-στοιβάζω-verb-0
ENG20-00176022-v	wngre:synset-προσθέτω-verb-0
ENG20-00176295-n	wngre:synset-σκορ-noun-2
ENG20-00177551-n	wngre:synset-σπέαρ-noun-0
ENG20-00177721-v	wngre:synset-περικλείω-verb-0
ENG20-00177959-v	wngre:synset-ανακατεύω-verb-0
ENG20-00178335-v	wngre:synset-βάζω-verb-1
ENG20-00178610-v	wngre:synset-βάζω-verb-3
ENG20-00180570-n	wngre:synset-αλλαγή-noun-2
ENG20-00182005-n	wngre:synset-εξοικονόμηση-noun-0
ENG20-00182266-n	wngre:synset-περικοπή_δαπανών-noun-0
ENG20-00183329-b	wngre:synset-χώρια-adverb-0
ENG20-00183522-v	wngre:synset-τονίζω-verb-2
ENG20-00184351-n	wngre:synset-μεταβολή-noun-2
ENG20-00185398-v	wngre:synset-αδυνατίζω-verb-0
ENG20-00186189-v	wngre:synset-ζωντανεύω-verb-0
ENG20-00186593-n	wngre:synset-συνταξιοδότηση-noun-0
ENG20-00186839-v	wngre:synset-εναρμονίζω-verb-0
ENG20-00187154-n	wngre:synset-αλλαγή-noun-4
ENG20-00187833-n	wngre:synset-προαγωγή-noun-0
ENG20-00187887-v	wngre:synset-αφαιρώ-verb-0
ENG20-00188013-n	wngre:synset-προαγωγή-noun-3
ENG20-00188175-n	wngre:synset-υποβάθμιση-noun-0
ENG20-00188265-v	wngre:synset-ξεγυμνώνω-verb-0
ENG20-00188512-n	wngre:synset-αλλαγή_κατάστασης-noun-1
ENG20-00188565-v	wngre:synset-καθαρίζω-verb-0
ENG20-00188822-v	wngre:synset-καθαρίζω-verb-0
ENG20-00189089-n	wngre:synset-μετατροπή-noun-0
ENG20-00189569-v	wngre:synset-καίω-verb-0
ENG20-00189946-v	wngre:synset-ζεματίζω-verb-0
ENG20-00190422-n	wngre:synset-μετάβαση-noun-1
ENG20-00190778-v	wngre:synset-εξεντερώνω-verb-0
ENG20-00191493-n	wngre:synset-αντίσταση-noun-1
ENG20-00191829-n	wngre:synset-ανταπεργία-noun-0
